userCode;extId;moduleId;sessionId;sessionToken;trialId;executableId;module.PracticeLevelHandler.counter;module.PracticeLevelHandler.totalScore;module.PracticeLevelHandler.maxScore;module.PracticeLevelHandler.currentLevel;session.complete;session.condition;session.SessionID.sessionCode;session.PercentageKeep.sessionCode;session.ImportanceNontargets.sessionCode;session.MonetaryMotivation.sessionCode;session.Remember.sessionCode;session.ActionRecall.sessionCode;session.TargetRecall.sessionCode;session.ImportanceTargets.sessionCode;session.Birthyear.sessionCode;givenResponse;reactionTime;score;stimulusValue;stimulusType;correctResponse
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;1;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1382;0;SCHRAFTBALD;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;2;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1654;0;VIRBIAMURSCH;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;3;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;3331;0;IEFTIULONG;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;4;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1219;0;SPEISEWÜRZE;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;5;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1958;1;WÄRMFLASCHE;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;6;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1317;1;STUDIERENDE;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;7;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1389;1;CHIETOSCH;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;8;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1838;1;EINGLIEDERN;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;9;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;2187;1;AUSAGIEREN;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;10;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1565;1;INKINNTNOS;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;11;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1496;1;UNVERSTELLT;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;12;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1737;1;STIENBITT;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;13;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;788;1;AUSBLICK;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;14;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;2069;1;DIRCHTRUNNT;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;15;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;902;1;ULLIUNGUNG;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;16;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1504;1;ATTRIBUTSATZ;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;17;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1020;1;LEBENSRAUM;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;18;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1237;1;STÖCKWAUSU;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;19;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1025;1;ZURÜCKLIEGEN;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;20;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1159;1;IBKÜMMIN;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;21;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1000;1;STRÄFLING;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;22;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;909;1;FROEMÖTUG;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;23;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;755;1;BAFÜHEGING;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;24;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;2087;1;TATEINHEIT;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;25;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1103;1;ENGUHENDORT;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;26;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;769;1;FREGIRIO;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;27;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1045;1;FESTIVITÄT;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;28;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;2257;0;SILBERBROKAT;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;29;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1071;1;WIDERWILLIG;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;30;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1869;1;KEBERITT;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;31;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;1706;1;VERNEIGEN;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;32;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;962;1;IBBOIWÄRDAG;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;33;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;word;684;1;ABSOLUTION;word;word
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;34;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;1037;1;WANDBAATIL;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;35;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;731;1;SOEBURKOET;nonword;nonword
126959;;721e38ca-1148-478e-a5d9-38981ff74d24;1;WKl0SzrW1603107051251;36;PracticeTrials;1;1;1;13;1;;VP138S138G;0;100;60;j;Leertaste;GMH;100;1998;nonword;641;1;ONBAZOHLBER;nonword;nonword
