userCode;extId;moduleId;sessionId;sessionToken;trialId;executableId;module.PracticeLevelHandler.counter;module.PracticeLevelHandler.totalScore;module.PracticeLevelHandler.maxScore;module.PracticeLevelHandler.currentLevel;session.complete;session.condition;session.SessionID.sessionCode;session.PercentageKeep.sessionCode;session.ImportanceNontargets.sessionCode;session.MonetaryMotivation.sessionCode;session.Remember.sessionCode;session.ActionRecall.sessionCode;session.TargetRecall.sessionCode;session.ImportanceTargets.sessionCode;session.Birthyear.sessionCode;givenResponse;reactionTime;score;stimulusValue;stimulusType;correctResponse
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;1;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1278;1;UBZEILON;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;2;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1094;1;ONBAZOHLBER;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;3;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1675;1;STIENBITT;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;4;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;word;1216;1;WÄRMFLASCHE;word;word
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;5;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1594;1;SCHRAFTBALD;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;6;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1214;1;VIRBIAMURSCH;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;7;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1089;1;IBBOIWÄRDAG;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;8;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;word;1105;1;EINTRÄCHTIG;word;word
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;9;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1104;1;KEBERITT;nonword;nonword
124589;;721e38ca-1148-478e-a5d9-38981ff74d24;1;jwgMdFKL1594887176505;10;PracticeTrials;1;1;1;14;1;;VP45S45G;85;90;90;j; ;GHM;90;1985;nonword;1090;1;SOEBURKOET;nonword;nonword
