userCode;extId;moduleId;sessionId;sessionToken;trialId;executableId;module.PracticeLevelHandler.counter;module.PracticeLevelHandler.totalScore;module.PracticeLevelHandler.maxScore;module.PracticeLevelHandler.currentLevel;session.complete;session.condition;session.SessionID.sessionCode;session.PercentageKeep.sessionCode;session.ImportanceNontargets.sessionCode;session.MonetaryMotivation.sessionCode;session.Remember.sessionCode;session.ActionRecall.sessionCode;session.TargetRecall.sessionCode;session.ImportanceTargets.sessionCode;session.Birthyear.sessionCode;givenResponse;reactionTime;score;stimulusValue;stimulusType;correctResponse
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;1;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;3272;0;STIENBITT;nonword;nonword
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;2;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;1367;1;WÄRMFLASCHE;word;word
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;3;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;nonword;1837;1;KEBERITT;nonword;nonword
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;4;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;2430;1;ERLAHMEN;word;word
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;5;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;1042;1;WIDERWILLIG;word;word
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;6;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;nonword;923;1;CHIETOSCH;nonword;nonword
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;7;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;1067;1;FESTIVITÄT;word;word
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;8;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;729;1;VERNEIGEN;word;word
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;9;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;nonword;1748;1;STÖCKWAUSU;nonword;nonword
120796;;721e38ca-1148-478e-a5d9-38981ff74d24;1;SM5dhSgY1584003565478;10;PracticeTrials;1;1;1;14;1;;VP22S22G;50;80;30;j;Leertaste;GHM;100;1997;word;830;1;ABSOLUTION;word;word
