userCode;extId;moduleId;sessionId;sessionToken;trialId;executableId;module.PracticeLevelHandler.counter;module.PracticeLevelHandler.totalScore;module.PracticeLevelHandler.maxScore;module.PracticeLevelHandler.currentLevel;session.complete;session.condition;session.SessionID.sessionCode;session.PercentageKeep.sessionCode;session.ImportanceNontargets.sessionCode;session.MonetaryMotivation.sessionCode;session.Remember.sessionCode;session.ActionRecall.sessionCode;session.TargetRecall.sessionCode;session.ImportanceTargets.sessionCode;session.Birthyear.sessionCode;givenResponse;reactionTime;score;stimulusValue;stimulusType;correctResponse
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;1;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;1681;0;IBKÜMMIN;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;2;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;2375;0;INKINNTNOS;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;3;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;3173;0;BAFÜHEGING;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;4;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;2271;0;STÖCKWAUSU;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;5;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;nonword;2902;0;SILBERBROKAT;word;word
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;6;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;2978;0;FROEMÖTUG;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;7;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;;4016;0;CHIETOSCH;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;8;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;2912;0;SOEBURKOET;nonword;nonword
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;9;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;nonword;2652;0;SPEISEKARTE;word;word
125557;;c383dae1-7673-4015-bcce-f7f16e90c7d0;1;7RNYko3I1599640922568;10;PracticeTrials;1;1;1;9;1;;VP90S90L;0;40;0;j;g;ghn;90;1945;word;3354;0;SCHRAFTBALD;nonword;nonword
